id,type,code_name,repository,commit_hash
581,function,org.apache.velocity.util.introspection.DeprecatedCheckUberspector#init,git@github.com:apache/velocity-engine.git,c85f3e586f00fea89dc21253d017baa180957b75
582,class,org.apache.uima.caseditor.editor.action.WideLeftAnnotationSideAction,git@github.com:apache/uima-uimaj.git,e79c33b5a3e4c25afb407e68e98df1829a68e5a7
583,class,org.apache.uima.caseditor.editor.action.WideLeftAnnotationSideAction,git@github.com:apache/uima-uimaj.git,e79c33b5a3e4c25afb407e68e98df1829a68e5a7
584,class,org.apache.vinci.transport.ErrorFrame,git@github.com:apache/uima-uimaj.git,e79c33b5a3e4c25afb407e68e98df1829a68e5a7
585,class,org.apache.vinci.transport.ErrorFrame,git@github.com:apache/uima-uimaj.git,e79c33b5a3e4c25afb407e68e98df1829a68e5a7
586,class,org.apache.vinci.transport.ErrorFrame,git@github.com:apache/uima-uimaj.git,e79c33b5a3e4c25afb407e68e98df1829a68e5a7
587,class,org.apache.vinci.transport.ErrorFrame,git@github.com:apache/uima-uimaj.git,e79c33b5a3e4c25afb407e68e98df1829a68e5a7
588,class,org.apache.usergrid.persistence.graph.SearchByEdgeType,git@github.com:apache/usergrid.git,ac1e6e4035f9307b871478ed47246cf92cfd5f7f
589,class,org.apache.usergrid.persistence.graph.SearchByEdgeType,git@github.com:apache/usergrid.git,ac1e6e4035f9307b871478ed47246cf92cfd5f7f
590,function,org.apache.usergrid.rest.management.users.UserResource#getToken,git@github.com:apache/usergrid.git,ac1e6e4035f9307b871478ed47246cf92cfd5f7f
591,function,org.apache.usergrid.rest.management.users.UserResource#getToken,git@github.com:apache/usergrid.git,ac1e6e4035f9307b871478ed47246cf92cfd5f7f
592,class,org.apache.usergrid.batch.service.JobSchedulerService,git@github.com:apache/usergrid.git,ac1e6e4035f9307b871478ed47246cf92cfd5f7f
593,class,org.apache.usergrid.batch.service.JobSchedulerService,git@github.com:apache/usergrid.git,ac1e6e4035f9307b871478ed47246cf92cfd5f7f
594,class,org.apache.ws.commons.schema.XmlSchemaChoiceMember,git@github.com:apache/webservices-xmlschema.git,f189e891c88298f52f92cfe8f24dccb809e05607
595,class,org.apache.ws.commons.schema.XmlSchemaChoiceMember,git@github.com:apache/webservices-xmlschema.git,f189e891c88298f52f92cfe8f24dccb809e05607
596,class,org.apache.usergrid.security.shiro.credentials.AdminUserCredentials,git@github.com:apache/usergrid.git,ac1e6e4035f9307b871478ed47246cf92cfd5f7f
597,class,org.apache.usergrid.security.shiro.credentials.AdminUserCredentials,git@github.com:apache/usergrid.git,ac1e6e4035f9307b871478ed47246cf92cfd5f7f
598,class,org.apache.xmlgraphics.java2d.AbstractGraphicsConfiguration,git@github.com:apache/xml-graphics-commons.git,dabbb28ff2d80efad587b84b16c73f54379cd514
599,class,org.apache.xmlgraphics.java2d.AbstractGraphicsConfiguration,git@github.com:apache/xml-graphics-commons.git,dabbb28ff2d80efad587b84b16c73f54379cd514
600,class,org.apache.uima.cas.impl.ShortArrayFSImpl,git@github.com:apache/uima-uimaj.git,e79c33b5a3e4c25afb407e68e98df1829a68e5a7
601,class,org.apache.uima.cas.impl.ShortArrayFSImpl,git@github.com:apache/uima-uimaj.git,e79c33b5a3e4c25afb407e68e98df1829a68e5a7
602,class,org.apache.xalan.xsltc.runtime.ErrorMessages_zh,git@github.com:apache/xalan-j.git,cba6d7fe7e93defecb98d155e2a780f8a3f1fbaa
603,class,org.apache.xalan.xsltc.runtime.ErrorMessages_zh,git@github.com:apache/xalan-j.git,cba6d7fe7e93defecb98d155e2a780f8a3f1fbaa
604,function,org.apache.xml.dtm.ref.DTMNodeProxy#splitText int,git@github.com:apache/xalan-j.git,cba6d7fe7e93defecb98d155e2a780f8a3f1fbaa
605,function,org.apache.xml.dtm.ref.DTMNodeProxy#splitText int,git@github.com:apache/xalan-j.git,cba6d7fe7e93defecb98d155e2a780f8a3f1fbaa
606,class,org.apache.xalan.lib.ExsltBase,git@github.com:apache/xalan-j.git,cba6d7fe7e93defecb98d155e2a780f8a3f1fbaa
607,class,org.apache.xalan.lib.ExsltBase,git@github.com:apache/xalan-j.git,cba6d7fe7e93defecb98d155e2a780f8a3f1fbaa
608,function,org.apache.xml.utils.UnImplNode#hasAttribute String,git@github.com:apache/xalan-j.git,cba6d7fe7e93defecb98d155e2a780f8a3f1fbaa
609,function,org.apache.xalan.xsltc.compiler.util.IntType#GE boolean,git@github.com:apache/xalan-j.git,cba6d7fe7e93defecb98d155e2a780f8a3f1fbaa
610,function,org.apache.xalan.xsltc.compiler.util.IntType#GE boolean,git@github.com:apache/xalan-j.git,cba6d7fe7e93defecb98d155e2a780f8a3f1fbaa
611,class,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.angularRegistryPush_result.angularRegistryPush_resultStandardScheme,git@github.com:apache/zeppelin.git,4219d552349f8f7f3e6de34505b8a8ae9835f98b
612,function,org.apache.zeppelin.realm.jwt.KnoxJwtRealm#validateToken String,git@github.com:apache/zeppelin.git,4219d552349f8f7f3e6de34505b8a8ae9835f98b
613,function,org.apache.zeppelin.realm.jwt.KnoxJwtRealm#validateToken String,git@github.com:apache/zeppelin.git,4219d552349f8f7f3e6de34505b8a8ae9835f98b
614,class,org.apache.zookeeper.inspector.gui.ZooInspectorPanel,git@github.com:apache/zookeeper.git,07c3aaf3d723fb3144c0aedc0c2b655325df70e9
615,class,org.apache.zookeeper.inspector.gui.ZooInspectorPanel,git@github.com:apache/zookeeper.git,07c3aaf3d723fb3144c0aedc0c2b655325df70e9
616,function,org.apache.openejb.loader.SystemInstance#setProperty String|String|boolean,git@github.com:apache/tomee.git,d21933b313aff812fe5188b57bf572a9ad649148
617,function,org.apache.openejb.loader.SystemInstance#setProperty String|String|boolean,git@github.com:apache/tomee.git,d21933b313aff812fe5188b57bf572a9ad649148
618,class,org.apache.zeppelin.spark.SparkVersion,git@github.com:apache/zeppelin.git,4219d552349f8f7f3e6de34505b8a8ae9835f98b
619,class,org.apache.zeppelin.spark.SparkVersion,git@github.com:apache/zeppelin.git,4219d552349f8f7f3e6de34505b8a8ae9835f98b
620,function,org.apache.openejb.config.RemoteServer#setPortStartup int,git@github.com:apache/tomee.git,d21933b313aff812fe5188b57bf572a9ad649148
621,function,org.apache.openejb.config.RemoteServer#setPortStartup int,git@github.com:apache/tomee.git,d21933b313aff812fe5188b57bf572a9ad649148
622,function,org.apache.zookeeper.graph.JsonGenerator.JsonGenerator LogIterator,git@github.com:apache/zookeeper.git,07c3aaf3d723fb3144c0aedc0c2b655325df70e9
623,function,org.apache.zookeeper.graph.JsonGenerator.JsonGenerator LogIterator,git@github.com:apache/zookeeper.git,07c3aaf3d723fb3144c0aedc0c2b655325df70e9
624,class,org.apache.openejb.server.control.StandaloneServer.StopException,git@github.com:apache/tomee.git,d21933b313aff812fe5188b57bf572a9ad649148
625,class,org.apache.openejb.server.control.StandaloneServer.StopException,git@github.com:apache/tomee.git,d21933b313aff812fe5188b57bf572a9ad649148
626,class,org.apache.wss4j.policy.model.Trust13,git@github.com:apache/wss4j.git,5c2cbd7e7377296edab02ab79fc98b84fb47f825
627,class,org.apache.wss4j.policy.model.Trust13,git@github.com:apache/wss4j.git,5c2cbd7e7377296edab02ab79fc98b84fb47f825
628,function,org.apache.wss4j.policy.model.Trust10#cloneAssertion Policy,git@github.com:apache/wss4j.git,5c2cbd7e7377296edab02ab79fc98b84fb47f825
629,function,org.apache.wss4j.policy.model.Trust10#cloneAssertion Policy,git@github.com:apache/wss4j.git,5c2cbd7e7377296edab02ab79fc98b84fb47f825
630,function,org.eclipse.dltk.internal.ui.refactoring.reorg.RenameRefactoringWizard#addUserInputPages,git@github.com:eclipse/dltk.core.git,ff5ee79db0c2234347cb3f956de9b31047f43613
631,function,org.eclipse.dltk.internal.ui.refactoring.reorg.RenameRefactoringWizard#addUserInputPages,git@github.com:eclipse/dltk.core.git,ff5ee79db0c2234347cb3f956de9b31047f43613
632,class,org.apache.wss4j.binding.wsu10.TimestampType,git@github.com:apache/wss4j.git,5c2cbd7e7377296edab02ab79fc98b84fb47f825
633,class,org.apache.wss4j.binding.wsu10.TimestampType,git@github.com:apache/wss4j.git,5c2cbd7e7377296edab02ab79fc98b84fb47f825
634,class,org.cloudfoundry.dependency.resource.pivotalnetwork.PivotalNetworkInParams,git@github.com:cloudfoundry/java-buildpack-dependency-builder.git,d15085bcf74312af19ad40bee847e43c3b4e32ee
635,class,org.cloudfoundry.dependency.resource.pivotalnetwork.PivotalNetworkInParams,git@github.com:cloudfoundry/java-buildpack-dependency-builder.git,d15085bcf74312af19ad40bee847e43c3b4e32ee
636,function,org.cloudfoundry.reactor.client._ReactorCloudFoundryClient#stacks,git@github.com:cloudfoundry/cf-java-client.git,6fabcf647302158b638cf2c44cee389e1df9b964
637,function,org.cloudfoundry.reactor.client._ReactorCloudFoundryClient#stacks,git@github.com:cloudfoundry/cf-java-client.git,6fabcf647302158b638cf2c44cee389e1df9b964
638,function,com.baidu.pbrpc.register.redis.JedisPool.JedisPool GenericObjectPoolConfig|String|int,git@github.com:baidu/Jprotobuf-rpc-socket.git,4422e24c725eaf1f76646f674718bcc8750a4e1d
639,function,com.baidu.pbrpc.register.redis.JedisPool.JedisPool GenericObjectPoolConfig|String|int,git@github.com:baidu/Jprotobuf-rpc-socket.git,4422e24c725eaf1f76646f674718bcc8750a4e1d
640,function,org.apache.zookeeper.server.auth.KerberosName.Rule.replaceSubstitution String|Pattern|String|boolean,git@github.com:apache/zookeeper.git,07c3aaf3d723fb3144c0aedc0c2b655325df70e9
641,function,org.apache.zookeeper.server.auth.KerberosName.Rule.replaceSubstitution String|Pattern|String|boolean,git@github.com:apache/zookeeper.git,07c3aaf3d723fb3144c0aedc0c2b655325df70e9
642,class,com.baidu.jprotobuf.pbrpc.ErrorDataException,git@github.com:baidu/Jprotobuf-rpc-socket.git,4422e24c725eaf1f76646f674718bcc8750a4e1d
643,class,com.baidu.jprotobuf.pbrpc.ErrorDataException,git@github.com:baidu/Jprotobuf-rpc-socket.git,4422e24c725eaf1f76646f674718bcc8750a4e1d
644,class,org.cloudfoundry.client.v2.applications._ApplicationInstancesResponse,git@github.com:cloudfoundry/cf-java-client.git,6fabcf647302158b638cf2c44cee389e1df9b964
645,class,org.cloudfoundry.client.v2.applications._ApplicationInstancesResponse,git@github.com:cloudfoundry/cf-java-client.git,6fabcf647302158b638cf2c44cee389e1df9b964
646,class,org.eclipse.dltk.debug.ui.preferences.dialogs.CreateStepFilterDialog,git@github.com:eclipse/dltk.core.git,ff5ee79db0c2234347cb3f956de9b31047f43613
647,class,org.eclipse.dltk.debug.ui.preferences.dialogs.CreateStepFilterDialog,git@github.com:eclipse/dltk.core.git,ff5ee79db0c2234347cb3f956de9b31047f43613
648,function,org.cloudfoundry.client.v3.packages..PackageState String,git@github.com:cloudfoundry/cf-java-client.git,6fabcf647302158b638cf2c44cee389e1df9b964
649,function,org.cloudfoundry.client.v3.packages..PackageState String,git@github.com:cloudfoundry/cf-java-client.git,6fabcf647302158b638cf2c44cee389e1df9b964
650,class,org.eclipse.buildship.core.internal.launch.LaunchConfigurationScope.IncludeAllLaunchConfigurationScope,git@github.com:eclipse/buildship.git,3111a7a9fe3e22d6123366686874ecd42aa2a53a
651,class,org.eclipse.buildship.core.internal.launch.LaunchConfigurationScope.IncludeAllLaunchConfigurationScope,git@github.com:eclipse/buildship.git,3111a7a9fe3e22d6123366686874ecd42aa2a53a
652,class,org.eclipse.dawnsci.slicing.api.system.DimsDataList,git@github.com:eclipse/dawnsci.git,1131d5c65e9e8ea98141eecee1743cf1053544f4
653,class,org.eclipse.dawnsci.slicing.api.system.DimsDataList,git@github.com:eclipse/dawnsci.git,1131d5c65e9e8ea98141eecee1743cf1053544f4
654,function,org.eclipse.dawnsci.nexus.impl.NXpolarizerImpl#getComposition,git@github.com:eclipse/dawnsci.git,1131d5c65e9e8ea98141eecee1743cf1053544f4
655,function,org.eclipse.dawnsci.nexus.impl.NXpolarizerImpl#getComposition,git@github.com:eclipse/dawnsci.git,1131d5c65e9e8ea98141eecee1743cf1053544f4
656,class,org.eclipse.ditto.services.things.persistence.actors.strategies.events.AttributesDeletedStrategy,git@github.com:eclipse/ditto.git,7fec826b94f3711f6c6ef6be1685b60bd1a8ccb5
657,class,org.eclipse.ditto.services.things.persistence.actors.strategies.events.AttributesDeletedStrategy,git@github.com:eclipse/ditto.git,7fec826b94f3711f6c6ef6be1685b60bd1a8ccb5
658,function,org.eclipse.ceylon.langtools.classfile.Annotation.Primitive_element_value#length,git@github.com:eclipse/ceylon.git,d3994d6cd120c4df85952cd9432123b413cfd65a
659,function,org.eclipse.ceylon.langtools.classfile.Annotation.Primitive_element_value#length,git@github.com:eclipse/ceylon.git,d3994d6cd120c4df85952cd9432123b413cfd65a
660,class,org.eclipse.ditto.services.concierge.enforcement.LiveSignalEnforcement,git@github.com:eclipse/ditto.git,7fec826b94f3711f6c6ef6be1685b60bd1a8ccb5
661,class,org.eclipse.ditto.services.concierge.enforcement.LiveSignalEnforcement,git@github.com:eclipse/ditto.git,7fec826b94f3711f6c6ef6be1685b60bd1a8ccb5
662,class,org.eclipse.collections.impl.block.factory.Functions.MapKeyFunction,git@github.com:eclipse/eclipse-collections.git,fa40c9aadbd36fb08f05a60b200e92ace40a7bfd
665,class,org.eclipse.egit.ui.common.SharingWizard,git@github.com:eclipse/egit.git,45c1839348e50f1835a3f76e306af8d1a190d617
666,function,org.eclipse.che.ide.status.message.StatusMessage#equals Object,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201
667,function,org.eclipse.che.ide.status.message.StatusMessage#equals Object,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201
668,class,org.eclipse.che.api.languageserver.util.JsonSerializable,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201
671,function,org.eclipse.che.api.search.server.impl.SearchResultEntry.SearchResultEntry String|List<OffsetData>,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201
672,function,org.eclipse.che.ide.theme.DarkTheme#hoverBackgroundColor,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201
674,function,org.eclipse.che.ide.theme.DarkTheme#hoverBackgroundColor,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201
675,function,org.eclipse.che.ide.theme.DarkTheme#hoverBackgroundColor,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201
676,class,org.eclipse.che.api.project.shared.dto.event.FileStateUpdateDto,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201
683,function,org.eclipse.che.infrastructure.docker.client.json.ExecInfo#toString,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201
684,class,org.eclipse.egit.ui.internal.synchronize.action.ExpandAllModelAction.ExpandAllAction,git@github.com:eclipse/egit.git,45c1839348e50f1835a3f76e306af8d1a190d617
685,class,org.eclipse.egit.ui.internal.synchronize.action.ExpandAllModelAction.ExpandAllAction,git@github.com:eclipse/egit.git,45c1839348e50f1835a3f76e306af8d1a190d617
687,function,org.eclipse.che.ide.ext.java.client.progressor.ProgressMonitorPresenter#hide,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201
688,class,org.eclipse.che.ide.actions.GoIntoAction,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201
690,class,org.eclipse.che.infrastructure.docker.client.json.network.Ipam,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201
693,function,org.eclipse.che.inject.lifecycle.LifecycleModule.Key#equals Object,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201
694,class,org.eclipse.che.ide.api.editor.partition.ConstantPartitioner,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201
695,class,org.eclipse.che.ide.api.editor.partition.ConstantPartitioner,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201
663,class,org.eclipse.collections.impl.block.factory.Functions.MapKeyFunction,git@github.com:eclipse/eclipse-collections.git,fa40c9aadbd36fb08f05a60b200e92ace40a7bfd
664,class,org.eclipse.egit.ui.common.SharingWizard,git@github.com:eclipse/egit.git,45c1839348e50f1835a3f76e306af8d1a190d617
669,class,org.eclipse.che.api.languageserver.util.JsonSerializable,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201
670,function,org.eclipse.che.api.search.server.impl.SearchResultEntry.SearchResultEntry String|List<OffsetData>,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201
673,function,org.eclipse.che.ide.theme.DarkTheme#hoverBackgroundColor,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201
677,class,org.eclipse.che.api.project.shared.dto.event.FileStateUpdateDto,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201
678,function,org.eclipse.che.ide.util.dom.DomUtils.getSiblingIndexWithClassName Element|String,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201
679,function,org.eclipse.che.ide.util.dom.DomUtils.getSiblingIndexWithClassName Element|String,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201
680,class,org.eclipse.che.ide.api.workspace.event.MachineStoppedEvent,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201
681,class,org.eclipse.che.ide.api.workspace.event.MachineStoppedEvent,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201
682,function,org.eclipse.che.infrastructure.docker.client.json.ExecInfo#toString,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201
686,function,org.eclipse.che.ide.ext.java.client.progressor.ProgressMonitorPresenter#hide,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201
689,class,org.eclipse.che.ide.actions.GoIntoAction,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201
691,class,org.eclipse.che.infrastructure.docker.client.json.network.Ipam,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201
